smiles,cid,Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,Number_of_Rotatable_bonds,BBB
O=C(NC1C(=O)N2[C@H]1SCC(=C2C(=O)O)CSc1ncn[nH]1)Cc1cccs1,54367653,437.5,9,3,1,0,207,7,0
C=CC[C@@H](Cc1ccccc1)N,54444335,161.24,1,1,2.5,0,26,4,1
O=C1CN2[C@H](N1)CCC2=O,54488315,140.14,2,1,-0.9,0,49.4,0,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)N(S(=O)(=O)C)c1sc(c(n1)C)C,54491112,500.7,8,2,3.8,0,120,8,1
O[C@H]1CNCC[C@@H]1Oc1cccc(c1C)C,54546991,221.29,3,2,1.8,0,41.5,2,1
COc1ccc(cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)C,54571249,338.5,3,2,4,0,33.3,6,1
Oc1oc2ccccc2c(=O)c1Cc1c(O)oc2c(c1=O)cccc2,54676038,336.3,6,2,2.6,0,93.1,2,0
O=C(C1=C(O)c2ccccc2S(=O)(=O)N1C)/N=c/1\cccc[nH]1,54676228,331.3,6,2,3.1,0,108,2,0
OC[C@@H]([C@@H]1OC(=O)C(=C1O)O)O,54676315,176.12,6,4,-1.6,0,107,2,1
Cc1cnc(s1)NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,54677470,351.4,7,2,3,0,136,2,0
O=C(C1=C(O)c2sccc2S(=O)(=O)N1C)/N=c\1/cccc[nH]1,54677971,337.4,7,2,1.1,0,136,2,0
Cc1onc(c1)NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,54677972,335.34,7,2,3,0,121,2,0
CCOC(=O)C(c1c(O)oc2c(c1=O)cccc2)c1c(O)oc2c(c1=O)cccc2,54685524,408.4,8,2,2.5,0,119,5,0
CC(=O)C[C@H](c1c(O)oc2c(c1=O)cccc2)c1ccccc1,54688261,308.3,4,1,2.7,0,63.6,4,0
NN[C@H](Cc1ccccc1)C,55279383,150.22,2,2,1.3,0,38,3,1
C[C@@H]([C@H](c1ccccc1)O)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,56840928,357.4,5,2,0.3,0,90.7,6,1
C1=N[C@H](CN1)CC1=Cc2c(CC1)cccc2,57217772,212.29,1,1,1.9,0,24.4,2,1
COc1cc2sc(nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C,57243330,367.5,5,2,3.8,0,74.4,5,1
COc1cc2sc(nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1)C(C)(C)C,57298394,409.6,5,2,5.1,0,74.4,6,1
COc1ccc(cc1CN[C@H]1C2CCN(C1C(c1ccccc1)c1ccccc1)CC2)C(C)(C)C,57660201,468.7,3,1,7,0,24.5,8,1
NS(=O)(=O)OCC12OC[C@H]3[C@@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C,58649031,339.36,9,1,-0.8,0,124,3,1
CCOC(=O)C[C@H](C[C@@H](/C=C/C1=C(c2ccc(cc2)F)c2ccccc2OC21CCCC2)O)O,59242549,466.5,6,2,3.9,0,76,9,1
CCC[C@H](Cl)O,59427117,108.57,1,1,1.5,0,20.2,2,1
O=C(N([C@H]1CCC2(C[C@@H]1N1CCCC1)CCCO2)C)Cc1ccc(c(c1)Cl)Cl,59533560,425.4,3,0,4.3,0,32.8,4,1
NCc1cc(nnc1NCCN1CCOCC1)c1ccccc1,59867333,313.4,6,2,1.1,0,76.3,6,1
COC[C@@H]1CN=C(c2c(N1C)ccc(c2)Br)c1ccccc1Cl,66721904,393.7,3,0,4.4,0,24.8,3,1
Clc1ccc2c(c1)[C@H]1N(CCc3c1cccc3)CC(=O)N2C,66752598,312.8,2,0,3.3,0,23.6,0,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2)OC(=O)C(C)(C)C)c1ccccc1,66873920,370.8,4,1,4.4,0,67.8,4,1
CCC[C@@H](C1(CC)C(=O)NC(=O)NC1=O)CC,67105510,240.3,3,2,2.6,0,75.3,5,1
CN[C@H]1CCN2c3c1cccc3CCc1c2cccc1,67279523,264.4,2,1,3.4,0,15.3,1,1
COc1cccc2c1C(=O)c1c(O)c3[C@@H](O)CC(Cc3c(c1C2=O)O)(O)C(=O)CO,68192153,414.4,9,5,1.6,0,162,3,0
FC[C@H]([C@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,68486516,358.2,5,2,0.8,0,91.8,6,1
O=C1N(CP(=O)(O)O)C(=O)NC1(c1ccccc1)c1ccccc1,68746558,346.27,5,3,0.6,0,107,4,1
CN([C@@H]1C(=C(C(=O)N)C(=O)C2([C@H]1C[C@H]1C(=C2O)C(=O)c2c(C1(C)O)c(Cl)ccc2O)O)O)C,68909028,478.9,9,6,-1.3,0,182,2,0
NC(=O)[C@@H]1CCCCO1,69064617,129.16,2,1,-0.1,0,52.3,1,1
COc1cccc2c1C[C@H](CCCNCCCCN1C(=O)CC3(CC1=O)CCCC3)CO2,69889526,442.6,5,1,4.1,0,67.9,10,1
COc1ccc(cc1C(=O)NC[C@@H]1CCCN1C)S(=O)(=O)N,70037139,327.4,6,2,0.2,0,110,5,1
OC1CCN(C1)C[C@@H](N(C(=O)C(c1ccccc1)c1ccccc1)C)c1ccccc1,70172956,414.5,3,1,4.1,0,43.8,7,1
COc1cc(CN[C@H]2CCCN[C@H]2c2ccccc2)c2c(c1)CCO2,70202583,338.4,4,2,2.9,0,42.5,5,1
CC[C@@H](c1ccccc1)NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(nc2c1cccc2)c1ccccc1,70250504,544.6,5,2,5.4,0,93.2,11,0
O=C(Nc1c(C)cccc1Cl)/C=C\1/SCC(=O)N1C,70685130,296.77,3,1,2.2,0,74.7,2,1
CSc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,70691443,344.5,4,0,5.2,0,57.1,5,1
COc1ccc2c3c1OC1C43CCN(C(C2)[C@H]4CCC1=O)C,71251219,299.4,4,0,2.2,0,38.8,1,1
COc1ccc(cc1)OC[C@@H]1CN(C)CC[C@@H]1c1ccccc1,71407781,311.4,3,0,4,0,21.7,5,1
CCN(c1cccc(c1)c1ccnc2n1ncc2CN)C(=O)C,71522604,309.4,4,1,0.2,0,76.5,4,1
CN([C@H](Cc1ccccc1)C)Cc1ccco1,71777433,229.32,2,0,3.2,0,16.4,5,1
CC(N1CCO[C@H](C1)c1cccc(c1)C(F)(F)F)C,72710768,273.29,5,0,3.2,0,12.5,2,1
O=C(c1cc(Cl)c(cc1OCC1CC1)N)N[C@@H]1CN2CCC1CC2,72710794,349.9,4,2,2.5,0,67.6,5,1
Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,73013482,278.39,4,3,0.8,0,56.4,1,1
O[C@H](COC(=O)N)COc1ccc(cc1)Cl,73416025,245.66,4,2,1.2,0,81.8,6,1
CC(=CCN1CCC23C4(C1Cc1c3c(OC2C(=O)CC4)c(cc1)O)O)C,73746528,355.4,5,2,2.9,0,70,2,1
Brc1ccc2c(c1)C(=O)N1CCC[C@H]1c1n2cnc1C(=O)OC(C)(C)C,76323037,418.3,4,0,3.1,0,64.4,3,1
Clc1ccc2c(c1)N(CCCN1CCC(CC1)(O)[C@@H]1CCOC1=O)c1c(S2)cccc1,76955870,459,6,1,4.7,0,78.3,5,1
C[C@H](NC(=O)c1cccnc1)CCN1CCN(CC1)c1ccc(cc1)F,76956129,356.4,5,1,2.6,0,48.5,6,1
S=C1NCC[C@H](O1)COc1ccccc1,76956244,223.29,3,1,2.4,0,62.6,3,1
CN(CCC[C@H]1c2ccccc2Nc2c1cc(Cl)cc2)C,76956312,300.8,2,1,4.6,0,15.3,4,1
CN(C[C@H](N(C)C)CN1c2ccccc2Sc2c1cccc2)C,76956347,327.5,4,0,4.8,0,35,5,1
CN(CCO[C@H](c1ccccc1C(C)(C)C)c1ccccc1)C,76956421,311.5,2,0,5.1,0,12.5,7,1
COc1ccccc1N1CCN(CC1)CCC[C@@H](c1ccc(cc1)F)O,76956443,358.4,5,1,3.5,0,35.9,7,1
CCc1ccc2c(c1)N(C[C@H](CN(C)C)C)c1c(S2)cccc1,76956672,326.5,3,0,5.5,0,31.8,5,1
CN1C(=Nc2c(C[C@H]1c1ccccc1)cccc2)C,76956710,250.34,1,0,2.9,0,15.6,1,1
FC[C@H](Cn1ccnc1N(=O)=O)O,76956761,189.14,5,1,-0.5,0,83.9,3,1
C=CCN1C(=O)O[C@H](C1=O)C,76956768,155.15,3,0,0.8,0,46.6,2,1
CCO[C@H]1c2ccccc2C(=O)N(c2c1cccc2)C,76956926,267.32,2,0,2.7,0,29.5,2,1
C/C=C/C(=O)N([C@H](C(=O)N(C)C)CC)CC,76956972,226.32,2,0,1.4,0,40.6,5,1
CCCCC[C@@H]([C@@H](c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C1=C2C[C@@H](C)CC1)(C)C)C)C,76957073,537.8,4,0,8.9,0,38.8,12,1
CN(C1=NC(=O)[C@@H](O1)c1ccccc1)C,76957098,204.22,2,0,1.5,0,41.9,2,1
CCC[C@@H](C1(CC)C(=O)NC(=S)NC1=O)CC,76957225,256.37,3,2,3.4,0,90.3,5,1
CN1CCN2[C@@H](C1)c1cccn1Cc1c2cccc1,76957708,253.34,2,0,1.8,0,11.4,0,1
OC(=O)CCCCC[C@@H](C(C)C)NCc1ccc(cc1)F,76957764,295.4,4,2,1.6,0,49.3,10,1
OCCOCCOCCN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,76957799,419,5,1,3.6,0,45.2,11,1
NC(=O)CN1C(=O)[C@H](c2c1cccc2)c1ccccc1,76957916,266.29,2,1,1.6,0,63.4,3,1
OC[C@H]1COC(O1)(C(C)C)C(C)C,76958093,188.26,3,1,1.7,0,38.7,3,1
CCC[C@@H](C1(CCSC)C(=O)NC(=S)NC1=O)C,76958227,288.4,4,2,3,0,116,6,1
C[C@H](N(C)C)Cn1c(=O)c2cccnc2[nH]c2c1cccc2,76958249,296.37,4,1,2.3,0,48.5,3,1
CCCNC(=O)N1C[C@@H](OC1=O)c1ccccc1,76958323,248.28,3,1,2.5,0,58.6,3,1
COc1cc2C[C@H](OS(=O)(=O)c2cc1OC)C(=O)N[C@H](CC(N(C)C)(C)C)C,76958916,414.5,7,1,2,0,103,7,1
C=CCC1(C(=O)NC(=S)NC1=O)[C@H]1CCCC=C1,76958939,264.35,3,2,2.4,0,90.3,3,1
CCCCOC[C@H](CN1C(=O)N(C[C@H](OC(=O)N)COCCCC)C(=O)C(C1=O)(CC)c1ccccc1)OC(=O)N,76959542,578.7,9,2,2.6,0,181,20,1
CCCCNC[C@H]1COc2c(O1)c(OCC)ccc2,76959585,265.35,4,1,2.9,0,39.7,7,1
O[C@H](C(Cl)(Cl)Cl)O[C@@H](COc1ccccc1C)CO[C@@H](C(Cl)(Cl)Cl)O,76959911,477,5,2,4.7,0,68.2,8,1
CN[C@H]1Cc2ccccc2N(c2c1cccc2)C,76959954,238.33,2,1,3,0,15.3,1,1
CCCCSc1ccc(cc1)[C@H](c1ccccc1)SCCN(C)C,76959959,359.6,3,0,5.9,0,53.8,10,1
Cc1nccn1[C@H](c1ccccc1)C,76960080,186.25,1,0,2.4,0,17.8,2,1
OCCN1CCN(CC1)CCC[C@@H]1c2cc(ccc2Sc2c1ccc(c2)F)C(F)(F)F,76960129,454.5,8,1,4.6,0,52,6,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)C(=O)C,76960152,304.4,4,1,1.7,0,58.6,6,1
O=C1NC(=O)C(C(=O)N1)(C[C@@H]1CCCCN1)c1ccccc1,76960176,301.34,4,3,1.4,0,87.3,3,1
CC[C@@H](c1ccccc1)C(=O)OCCN1CCO[C@H]([C@@H]1C)c1ccccc1,76960270,367.5,4,0,4.3,0,38.8,8,1
F[C@H](C(F)(F)F)Br,76961008,180.93,4,0,2.6,0,0,0,1
O[C@H](C(Cl)(Cl)Cl)OCC(CO[C@@H](C(Cl)(Cl)Cl)O)(CO[C@@H](C(Cl)(Cl)Cl)O)CO[C@@H](C(Cl)(Cl)Cl)O,76961026,725.7,8,4,5.1,0,118,12,1
COc1cc(ccc1OC)[C@@H](CN1CCN(CC1)C(c1ccccc1)c1ccccc1)O,76961249,432.6,5,1,4.1,0,45.2,8,1
C[C@@H](Cc1ccccc1)NCCC1c2ccccc2Sc2c1cccc2,76961363,359.5,2,1,6.1,0,37.3,6,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1F,76961370,318.73,4,1,2.3,0,52.9,1,1
CCCCC[C@@H](C(c1ccccc1)(c1ccccc1)O)N,76961485,283.4,2,2,4,0,46.2,7,1
O[C@@H](C(Cl)(Cl)Cl)N1CNC(C1=O)(c1ccccc1)c1ccccc1,76962052,385.7,3,2,4.3,0,52.6,3,1
O=C1NC(=O)[C@@H](C1)c1cccc(c1)Br,76962272,254.08,2,1,1.3,0,46.2,1,1
Clc1ccc2c(c1)c(no2)[C@@H](n1cncc1)C,76962334,247.68,3,0,2.5,0,43.8,2,1
OCCCN1CCN(CC1)CCC[C@H]1c2ccccc2Sc2c1cc(Cl)cc2,76962572,417,4,1,4.6,0,52,7,1
CC(CCO[C@@H](c1ccccc1)CN1CCCC1)C,76962711,261.4,2,0,3.6,0,12.5,7,1
OC[C@@H]1CN=C(c2c(N1C)ccc(c2)Cl)c1ccccc1Cl,76962878,335.2,3,1,3.8,0,35.8,2,1
CN1CCCC[C@H]1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)C,76962996,402.6,5,0,4.6,0,74.3,4,1
CC[C@@H](C(COC(=O)N)(COC(=O)N)C)C,76963478,232.28,4,2,1.4,0,105,8,1
O=C1C[C@H](C(=O)N1c1ccc(cc1Cl)S(=O)(=O)N)c1ccccc1,76963783,364.8,5,1,1.6,0,106,3,1
Clc1ccc2c(c1)/C(=C/[C@H]1CN3CCC1CC3)/c1c(S2)cccc1,76964001,353.9,2,0,5.5,0,28.5,1,1
O[C@H](c1noc(c1)c1ccccc1)CN1CCCCC1,76964573,272.34,4,1,2.1,0,49.5,4,1
COC([C@H](Br)F)(F)F,76965044,192.96,4,0,2.1,0,9.2,2,1
NC(=O)Nc1cc(ccc1O)[C@@H](CNC(C)(C)C)O,76965099,267.32,4,5,-0.1,0,108,5,0
O[C@@H](c1ccc(cc1)CCc1ccccc1)Cn1cncc1,76965185,292.4,2,1,3.4,0,38,6,1
CN([C@H]1CCc2c(C1)c1ccccc1[nH]2)C,76965255,214.31,1,1,2.8,0,19,1,1
CCC[C@@H](C1(C=C)C(=O)NC(=O)NC1=O)C,76965934,224.26,3,2,2,0,75.3,4,1
CN(CCN1C(=O)C[C@H](Sc2c1cccc2)c1ccccc1)C,76966022,326.5,3,0,3.1,0,48.8,4,1
Fc1ccc(cc1)[C@H](CCCN1CCc2c(C1)c1cc(F)ccc1n2c1ccc(cc1)F)O,76966633,450.5,5,1,5.4,0,28.4,6,1
OCCN1C(=O)[C@H](O)N=C(c2c1ccc(c2)Cl)c1ccccc1F,76967235,348.8,5,2,1.6,0,73.1,3,1
O=C1NCCN(C1)C(=O)CN1C[C@@H](CC1=O)c1ccc(cc1)Cl,76967351,335.78,3,1,0.5,0,69.7,3,1
Fc1cc(F)c2c(c1)c1C[C@H](CCc1[nH]2)N(C)C,76967736,250.29,3,1,3,0,19,1,1
OC[C@H](CN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)O,76967739,362.8,5,2,1.5,0,73.1,4,1
CCOC(=O)NN[C@H](c1ccccc1)C,76967986,208.26,3,2,2,0,50.4,5,1
CN1CCN2[C@@H](C1)CN=C(c1c2cc(F)cc1)c1cccs1,76968348,315.4,5,0,3.2,0,47.1,1,1
COc1ccc(cc1C(=O)NC[C@@H]1CCCN1Cc1ccc(cc1)F)S(=O)(=O)N,76968492,421.5,7,2,1.8,0,110,7,1
C1CC[C@@H]2N(C1)C[C@@H]1c3c2cccc3CCc2c1cccc2,76968506,289.4,1,0,4.4,0,3.2,0,1
O=C1CCN=C2N1C[C@@H](C2)c1ccccc1,76968549,214.26,2,0,0.6,0,32.7,1,1
CN(C[C@H]([C@@H](c1ccccc1)c1ccc(cc1)Cl)O)C,76968557,289.8,2,1,3.7,0,23.5,5,1
CN(C[C@@H](CN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C)C,76968642,366.4,6,0,5.6,0,31.8,4,1
C=CCC1(C[C@@H](O)C)C(=O)NC(=O)NC1=O,76968710,226.23,4,3,0.2,0,95.5,4,1
CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1)c1c(S2)cccc1,76968993,356.6,4,1,5.4,0,65.9,4,1
CCCN([C@H](C(=O)N(C)C)CC)C(=O)/C=C/C,76969122,240.34,2,0,1.9,0,40.6,6,1
Fc1ccc2c(c1)N(C)[C@@H](CNC(=O)c1cocc1)CN=C2c1ccccc1,76969905,377.4,5,1,3,0,57.8,4,1
CCCC[C@@H](CNC(=O)C[C@@H](O)C)CC,76970126,215.33,2,2,2.4,0,49.3,8,1
CCCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,76970760,355.5,6,2,1.1,0,110,7,1
O=C1CCS(=O)(=O)[C@H](N1C)c1ccc(c(c1)Cl)Cl,76970791,308.2,3,0,1.7,0,62.8,1,1
CNC[C@H](c1cccc(c1)OC(=O)C(C)(C)C)O,76970908,251.32,4,2,1.2,0,58.6,6,0
CN(CC[C@H](c1ccccc1)C1CCCCC1)C,76971254,245.4,1,0,5.1,0,3.2,5,1
NN[C@H](COc1ccccc1)C,76971559,166.22,3,2,1.1,0,47.3,4,1
ClCC[C@H]1NC(=O)c2c(O1)cccc2,76971631,211.64,2,1,2.1,0,38.3,2,1
C=CCN1CCC[C@H]1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)NC,76971675,382.5,7,3,1.2,0,122,8,1
Clc1ccc(cc1)[C@H](c1ccccc1)OCCN1CCOCC1,76971806,331.8,3,0,3.6,0,21.7,6,1
COc1ccccc1OC[C@@H]1CNC(=O)O1,76972535,223.22,4,1,1.4,0,56.8,4,1
O=C1NCCC[C@@H]1N1C(=O)c2c(S1(=O)=O)cccc2,76972725,280.3,4,1,0.5,0,91.9,1,1
COc1ccc2c(c1)N(C[C@H](CN1CCC(CC1)O)C)c1c(S2)cccc1,86309214,384.5,5,1,4.5,0,61.2,5,1
C1CNC(=CC2=Cc3c(CC2)cccc3)N1,86325518,212.29,2,2,2.9,0,24.1,1,1
O=C1C[NH]([O])=C(c2c(N1)ccc(c2)Cl)c1ccccc1,86340311,287.72,2,2,3,1,52.3,1,1
F/C=C/O/C=C/F,87737353,106.07,3,0,0.8,0,9.2,2,1
ClCCNC(=O)N(CCCl)N[O],91208859,216.06,3,3,0,0,64.6,5,1
FC(C1(CCC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,91435627,319.7,5,1,4.5,0,38.3,3,0
NC(=O)[C@@H]1c2ccccc2C2C(c3c1cccc3)O2,91751467,251.28,2,1,1.5,0,55.6,1,1
Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)C[C@H]1COc2c(O1)cccc2,91826974,399.9,4,1,4.7,0,54,3,1
ON[C@H](Cc1ccccc1)C,92004557,151.21,2,2,1.6,0,32.3,3,0
CCCN([C@@H]1Cc2cc(O)cc3c2c(C1)ccc3)CCC,92136292,283.4,2,1,5,0,23.5,5,1
COC1=CC(=O)O[C@H]1[C@H](c1ccccc1Cl)O,92136336,254.66,4,1,1.4,0,55.8,3,1
CCOc1cc(N)c(cc1C(=O)NC1CCN(CC1)C[C@H]1CCC=CC1)[NH]([O])=O,92209173,402.5,6,2,3.6,0,113,6,1
COC(=O)[C@@H]1[C@H](OC)[C@H](C[C@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1)OC(=O)c1cc(OC)c(c(c1)OC)OC,92209258,578.7,9,1,4.1,0,109,9,1
OC[C@@H]1O[C@@H](C[C@@H]1F)n1cc(C)c(=O)[nH]c1=O,92222767,244.22,5,2,-0.3,0,78.9,2,1
C=C[C@@H]1CNCC[C@@H]1CCCc1ccnc2c1cc(OC)cc2,92225650,310.4,3,1,4.4,0,34.2,6,1
CSc1ccc2c(c1)N(CC[C@@H]1CCCNC1)c1c(S2)cccc1,92255340,356.6,4,1,5.4,0,65.9,4,1
CN[C@H]1CCc2c(C1)scn2,92274373,168.26,3,1,1.3,0,53.2,1,1
O=C([C@@H]1CCC(=O)N1)N[C@H]1C[C@H]1c1ccccc1,92284856,244.29,2,2,0.9,0,58.2,3,1
O[C@H](COc1cccc2c1C[C@H](O)[C@H](C2)O)CNC(C)(C)C,92402343,309.4,5,4,0.7,0,82,6,1
COc1ccc2c(c1)[nH]c1c2CCN2[C@H]1C[C@H]1[C@@H](C2)C[C@@H]([C@H]([C@H]1C(=O)OC)OC)OC(=O)c1cc(OC)c(c(c1)OC)OC,92402727,608.7,10,1,4,0,118,10,1
CCNC(=O)/C=C\c1cccc(c1)Br,92529151,254.12,1,1,2.7,0,29.1,3,1
C1CO[C@@H](CN1)COc1cccc2c1C=CC2,92966960,231.29,3,1,1.9,0,30.5,3,1
NCCN[C@H]1CCc2c1cccc2,93346908,176.26,2,2,0.8,0,38,3,1
c1ccc(cc1)C[C@@H]1NCCC2=NC3=CC=CCC3=C12,93535490,262.3,2,1,2.2,0,24.4,2,1
O=C1N(CCCCN2CCN(CC2)c2nsc3c2cccc3)C(=O)[C@@H]2[C@@H]1CCCC2,98045182,426.6,6,0,3.9,0,85,6,1
Cl[C@H](CC(F)(F)F)Br,98047001,211.41,3,0,3.2,0,0,1,1
OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2(=O)C,98047639,305.4,4,1,1.3,0,64.6,5,1
COC(=O)[C@@H]1[C@H](C[C@H]2N([C@H]1CC2)C)OC(=O)c1ccccc1,98078900,303.35,5,0,2.3,0,55.8,5,1
COc1c(OC)cccc1C(=O)NC1C[C@@H]2CC[C@@H](C1)N2Cc1ccccc1,98103550,380.5,4,1,3.8,0,50.8,6,1
CCC12CCN([C@H](C2(C)C)Cc2c1cc(O)cc2)CC1(O)CC1,101592851,315.4,3,2,3.9,0,43.7,3,1
O=C1CN2C[C@@H](OC2(c2c(N1)ccc(c2)Cl)c1ccccc1)C,101609257,328.8,3,1,3,0,41.6,1,1
OCC(=O)[C@H]1CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CCC12C,117072366,346.5,4,2,1.9,0,74.6,2,0
O/N=C(\[C@@H](Oc1cccc2c1cccc2)C)/N,121492153,230.26,3,2,2.3,0,67.8,3,1
OC1(CCN2[C@@H](C1)c1cccc3c1[C@@H](C2)c1ccccc1CC3)C(C)(C)C,123132354,361.5,2,1,5,0,23.5,1,1
CN(CCC[C@H]1c2ccccc2[C@@H](c2c1cc(cc2)C(F)(F)F)C)C,124300186,347.4,4,0,5.6,0,3.2,4,1
O=C1NC(O[C@H]1/C=C/c1ccccc1)(C)C,124301152,217.26,2,1,2.3,0,38.3,2,1
CC([C@@H](OC(=O)N)C)[C@@H](OC(=O)N)C,124303682,204.22,4,2,0.5,0,105,6,1
OC[C@@H]1O[C@@H](C[C@@H]1O)n1cnc2c1N=CNC[C@@H]2O,124355661,268.27,6,4,-2.1,0,112,2,1
CN1[C@H]2CC[C@H]1C[C@@H](C2)NC(=O)N1CC(c2c1cccc2)(C)C,124524905,313.4,2,1,3.2,0,35.6,1,1
C=CCN1C[C@H](C[C@@H]2[C@@H]1Cc1c[nH]c3c1c2ccc3)C(=O)N(C(=O)NCC)CCCN(C)C,129359801,451.6,4,2,3.4,0,71.7,8,1
O/N=C(/[C@@H](Oc1cccc2c1cccc2)C)\N,129360240,230.26,3,2,2.3,0,67.8,3,1
CN(C[C@H]([C@H](c1cccc(c1)Cl)c1ccccc1)O)C,129362826,289.8,2,1,3.7,0,23.5,5,1
CCCN1C[C@H](C[C@H]2[C@@H]1Cc1cccc(c1C2)O)NS(=O)(=O)N(CC)CC,131706004,395.6,6,2,3.1,0,81.3,7,1
CCOC(=O)C1(CCC=C[C@@H]1N(C)C)c1ccccc1,131707833,273.37,3,0,3.1,0,29.5,5,1
OCCOCn1cnc2c1nc(N)[nH]c2=O,135398513,225.2,5,3,-1.9,0,115,4,1
O=CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@H](C(=O)O)CCC(=O)O)CNc2c1c(=O)[nH]c(n2)N,135398559,473.4,10,7,-1.2,0,216,9,1
OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,135398658,441.4,10,6,-1.1,0,209,9,1
CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2,135398737,326.8,3,1,3.1,0,30.9,1,1
OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740,255.23,6,4,-2.5,0,135,5,1
CC([C@@H](C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O)N)C,135398742,324.34,7,3,-0.9,0,147,8,1
CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cccc2)C,135398745,312.4,4,1,2.9,0,59.1,1,1
OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,135398748,253.26,5,4,-1.9,0,126,5,1
O=c1[nH]cnc2c1c[nH]n2,135401907,136.11,3,2,-0.7,0,70.1,0,1
Clc1cccc(c1)C1=NCCNc2c1c(C)nn2C,135410917,274.75,3,1,2.7,0,42.2,1,1
O=C1CN=C(c2c(N1)sc1c2CCCC1)c1ccccc1,135412795,296.4,3,1,3.7,0,69.7,1,1
CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cc(F)cc2)C,135413528,330.4,5,1,3,0,59.1,1,1
CCNC1=Nc2ccc(cc2C(O1)(C)c1ccccc1)Cl,135413553,300.8,2,1,4.1,0,33.6,2,1
OC[C@H](CCn1cnc2c1nc(N)[nH]c2=O)O,135415611,239.23,5,4,-2.1,0,126,4,1
CNC1=Nc2ccc(cc2C(=[NH]([O])C1)c1ccccc1)Cl,135417435,300.76,2,2,3.2,1,47.6,1,1
O=C(NC1=NC(=O)CN1C)Nc1cccc(c1)Cl,135497698,266.68,2,2,1.2,0,73.8,1,1
OC[C@H](OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)[C@H](C(C)C)N,135564719,354.36,8,4,-1.5,0,167,9,1
O=C1N=C(O[C@H]1c1ccccc1)N,135564940,176.17,3,2,1.2,0,62.2,1,1
CCNC1=Nc2ccc(cc2[C@@H](S1)c1ccccc1)Cl,135564965,302.8,2,1,4.4,0,49.7,2,1
O=C1N=C(O[C@H]1c1ccccc1)NC1CC1,135564991,216.24,3,1,1.7,0,50.7,2,1
CCNC1=NC(=O)[C@@H](O1)c1ccccc1,135565199,204.22,3,1,1.6,0,50.7,2,1
OC[C@@H]1CC[C@H](O1)n1cnc2c1nc[nH]c2=O,136259320,236.23,5,2,-1.2,0,88.7,2,0
CC([N+](=O)C=c1ccn(cc1)O)(C)C,136847402,195.24,2,1,0.4,1,48.7,2,1
O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)[C@@H]2[C@@H]1C1CCC2C1,138113596,383.5,6,0,1.9,0,69.6,6,1
COc1ccc2c(c1)C13CCCC[C@@H]3C(C2)N(CC1)C,138464055,271.4,2,0,3.4,0,12.5,1,1
O=c1c(Br)ccc2n1C[C@@H]1CNC[C@@H]2C1,139269550,269.14,2,1,1.1,0,32.3,0,1
